ride_id,customer_id,driver_id,city,pickup_area,drop_area,pickup_time,vehicle_type,distance_km,duration_min,demand_level,nearby_drivers,weather,surge_multiplier,base_fare,final_fare,payment_method,ride_status,customer_rating
RPD101622,CUST3444,DRV555,Bangalore,Jayanagar,Jayanagar,2026-06-16 15:24:00,auto,5.43,41.0,Very High,31.0,Rain,1.97,63.87,125.82,Wallet,Cancelled by Driver,
RPD100554,CUST1486,DRV531,Bengaluru,Koramangala,Indiranagar,2026-06-19 01:08:00,BIKE,4.4,8.9,Medium,8.0,,1.1,41.4,45.54,,Cancelled by Driver,
RPD104362,CUST2547,DRV200,bangalore,HSR Layout,Indiranagar,30/06/2026 08:44,BIKE,2.85,24.2,Very High,14.0,Cloudy,1.91,32.1,61.31,,Cancelled by Driver,
RPD103743,CUST3608,DRV376,mumbai,Colaba,Colaba,2026-06-20 01:26:00,Cab Economy,1.07,22.1,Low,18.0,Clear,1.01,27.84,28.12,upi,Completed,3.3
RPD103022,CUST1922,DRV463,mumbai,Borivali,Borivali,2026-06-18 15:24:00,auto,1.49,27.3,Very High,26.0,Heavy Rain,1.98,28.41,56.25,Card,Cancelled by Driver,
RPD101381,CUST2074,DRV447,Pune,Viman Nagar,Hinjewadi,2026-07-10 17:37:00,bike,3.97,7.9,Very High,23.0,Rain,1.88,38.82,72.98,Cash,completed,
RPD101254,CUST1133,DRV602,Bangalore,Koramangala,Electronic City,2026-07-04 08:19:00,cab economy,11.03,35.1,High,14.0,,1.46,147.36,215.15,Card,Ongoing,
RPD102538,CUST2941,DRV788,mumbai,Borivali,Bandra,2026-07-05 11:04:00,Auto,5.84,22.5,Very High,22.0,Heavy Rain,1.99,67.56,134.44,Wallet,Ongoing,
RPD102270,CUST1515,DRV776,Bangalore,Electronic City,Electronic City,2026-06-18 03:13:00,Cab Premium,2.46,3.9,Medium,14.0,Cloudy,1.15,59.28,68.17,Card,Completed,4.0
RPD104363,CUST1642,DRV494,Bengaluru,Whitefield,Indiranagar,26/06/2026 01:26,Bike,3.98,30.9,Low,0.0,Cloudy,1.0,38.88,,UPI,COMPLETED,4.7
RPD103774,CUST2207,,hyderabad ,Kukatpally,Madhapur,2026-06-25 11:37:00,auto,6.59,22.6,Medium,26.0,Fog,1.15,74.31,85.46,Wallet,Cancelled by Customer,
RPD100405,CUST2687,DRV459,mumbai,Powai,Powai,2026-06-04 00:37:00,Bike,0.86,5.1,Low,17.0,,1.0,20.16,20.16,UPI,Cancelled by Driver,
RPD101784,CUST1964,,Pune,Kothrud,Baner,04/07/2026 15:59,bike,3.87,22.7,Low,23.0,,1.0,38.22,38.22,,Cancelled by Customer,
RPD100667,CUST2669,DRV790,mumbai,Colaba,Colaba,2026-06-05 11:41:00,Auto,3.42,7.0,Medium,21.0,Fog,1.1,45.78,50.36,Cash,completed,4.5
RPD102453,CUST1048,DRV608,bangalore,Koramangala,MG Road,14/06/2026 15:59,auto,1.58,13.0,Low,28.0,,1.0,29.22,29.22,UPI,Completed,3.8
RPD101414,CUST1912,DRV686,Mumbai,Powai,Andheri,30-Jun-2026 06:22 AM,auto,2.49,20.3,Low,26.0,Fog,1.0,37.41,Rs. 37.41,Card,COMPLETED,4.7
RPD102563,CUST1214,DRV179,hyderabad ,Banjara Hills,Gachibowli,2026-07-02 20:59:00,BIKE,9.22,8.1,Very High,16.0,Cloudy,1.84,70.32,129.39,Cash,COMPLETED,5.0
RPD103746,CUST3764,DRV313,Pune,Camp,Baner,19-Jun-2026 04:36 AM,cab economy,4.81,28.0,Low,8.0,Rain,1.0,72.72,72.72,upi,completed,5.0
RPD101387,CUST2082,,Bangalore,Whitefield,Electronic City,2026-06-29 18:03:00,Auto,4.52,19.8,Very High,21.0,Rain,1.86,55.68,103.56,Wallet,Cancelled by Customer,
RPD103920,CUST1440,DRV393,Hyderabad,Madhapur,Hitech City,23-Jun-2026 08:43 PM,BIKE,12.54,7.2,Very High,16.0,Fog,1.8,90.24,162.43,UPI,Ongoing,
RPD102442,CUST1179,DRV476,bangalore,Koramangala,HSR Layout,2026-06-27 10:47:00,Auto,6.75,20.7,Medium,27.0,Heavy Rain,1.11,75.75,84.08,,Ongoing,
RPD102061,CUST2594,DRV737,Pune,Viman Nagar,Kothrud,25-Jun-2026 05:19 AM,Cab Premium,5.58,23.3,Very High,12.0,Rain,1.92,115.44,221.64,Cash,COMPLETED,4.8
RPD100486,CUST3026,DRV585,bangalore,Jayanagar,HSR Layout,2026-07-13 19:04:00,,6.08,47.9,Very High,18.0,Heavy Rain,1.85,87.96,162.73,Card,COMPLETED,5.0
RPD103539,CUST2650,DRV664,bangalore,Electronic City,MG Road,17-Jun-2026 07:28 AM,Auto,4.44,9.7,Low,15.0,,1.02,54.96,56.06,Wallet,Cancelled by Driver,
RPD104580,CUST3927,DRV613,Pune,Kothrud,Kothrud,25-Jun-2026 03:34 AM,cab economy,2.44,19.2,Medium,21.0,Cloudy,1.14,44.28,50.48,Wallet,Ongoing,
RPD104830,CUST3397,DRV299,bangalore,Electronic City,Electronic City,2026-07-11 20:42:00,,1.25,10.7,Very High,11.0,Heavy Rain,1.89,30.0,56.7,Wallet,COMPLETED,3.5
RPD102297,CUST3112,DRV483,hyderabad ,Madhapur,Gachibowli,2026-06-23 08:47:00,bike,4.06,44.2,Very High,7.0,,1.82,39.36,71.64,UPI,Ongoing,
RPD104075,CUST3868,DRV769,mumbai,Dadar,Bandra,2026-07-07 01:12:00,Cab Economy,5.56,16.3,Low,14.0,Clear,1.0,81.72,81.72,cash ,COMPLETED,4.1
RPD104275,CUST3776,DRV652,BANGALORE,MG Road,MG Road,2026-06-02 10:26:00,Cab Economy,3.84,12.2,Very High,9.0,Rain,1.87,61.08,114.22,UPI,Ongoing,
RPD104496,CUST1136,,Mumbai,Colaba,Powai,2026-07-10 13:56:00,Auto,4.41,20.8,Medium,24.0,,1.12,54.69,61.25,Wallet,Cancelled by Customer,
RPD101598,CUST2251,DRV235,Bengaluru,Indiranagar,Electronic City,2026-07-01 06:59:00,bike,0.81,18.5,Low,26.0,Cloudy,1.0,19.86,19.86,Cash,COMPLETED,4.6
RPD100599,CUST2900,DRV522,Hyderabad,Madhapur,Madhapur,03-Jun-2026 09:18 PM,,11.72,34.3,Low,17.0,Cloudy,1.0,155.64,155.64,wallet,Cancelled by Driver,
RPD100159,CUST3028,DRV662,Pune,Baner,Baner,2026-07-16 14:31:00,Auto,2.16,12.2,Very High,23.0,Heavy Rain,1.94,34.44,66.81,upi,Ongoing,
RPD102426,CUST1794,DRV173,Pune,Viman Nagar,Camp,2026-06-01 05:15:00,Auto,4.27,6.0,Low,20.0,Fog,1.0,53.43,53.43,upi,COMPLETED,3.7
RPD104025,CUST1014,DRV388,Pune,Viman Nagar,Viman Nagar,27-Jun-2026 10:38 AM,Cab Economy,6.68,25.7,Low,28.0,Fog,1.0,95.16,95.16,,Completed,4.1
RPD104802,CUST3312,DRV429,Bengaluru,Koramangala,Koramangala,03/06/2026 05:20,cab economy,3.22,3.7,Medium,20.0,Cloudy,1.18,53.64,63.3,upi,Cancelled by Driver,
RPD102605,CUST1205,,bangalore,HSR Layout,MG Road,2026-06-28 23:24:00,BIKE,1.49,31.3,Low,24.0,Fog,1.0,23.94,23.94,UPI,Cancelled by Customer,
RPD103082,CUST1096,DRV292,Hyderabad,Gachibowli,Kukatpally,07/06/2026 10:16,bike,0.5,8.5,Low,13.0,,1.0,18.0,18.0,cash ,Cancelled by Driver,
RPD102874,CUST2195,,Pune,Hinjewadi,Camp,02-Jun-2026 02:26 AM,Cab Economy,-9.6,20.0,Medium,19.0,,1.23,16.2,19.93,cash ,Cancelled by Customer,
RPD101124,CUST1772,DRV330,bangalore,Electronic City,Electronic City,2026-06-26 11:23:00,auto,1.46,13.2,Low,10.0,Heavy Rain,1.07,28.14,30.11,wallet,COMPLETED,5.0
RPD104893,CUST3344,DRV183,hyderabad ,Kukatpally,Gachibowli,2026-06-29 20:48:00,cab economy,11.72,41.2,Very High,7.0,Clear,1.93,155.64,300.39,wallet,Cancelled by Driver,
RPD100227,CUST1608,DRV671,hyderabad ,Madhapur,Madhapur,2026-06-15 21:55:00,bike,5.51,11.9,Medium,13.0,Cloudy,1.17,48.06,56.23,UPI,COMPLETED,4.6
RPD103452,CUST3094,DRV515,Bangalore,Electronic City,Koramangala,02/06/2026 04:54,Auto,0.98,11.9,Medium,25.0,Rain,1.11,23.82,26.44,Card,Completed,3.9
RPD102523,CUST2683,,Hyderabad,Hitech City,Hitech City,28-Jun-2026 05:04 PM,cab economy,5.66,20.5,Medium,19.0,Rain,1.15,82.92,95.36,upi,Cancelled by Customer,
RPD100556,CUST1765,DRV355,Bangalore,MG Road,Jayanagar,22/06/2026 13:38,cab economy,3.16,20.4,Medium,12.0,Clear,1.13,52.92,59.8,Card,Ongoing,
RPD102677,CUST1010,DRV328,mumbai,Colaba,Colaba,2026-07-05 02:58:00,Auto,999.0,17.6,Medium,9.0,Cloudy,1.21,9006.0,10897.26,UPI,Cancelled by Driver,
RPD103276,CUST2349,DRV145,Bengaluru,Indiranagar,Indiranagar,21/06/2026 23:42,Cab Premium,1.46,22.1,Medium,28.0,Rain,1.14,41.28,47.06,upi,Cancelled by Driver,
RPD102387,CUST2036,DRV368,hyderabad ,Kukatpally,Banjara Hills,03/07/2026 23:38,Cab Economy,7.6,34.0,Medium,26.0,Cloudy,1.17,106.2,124.25,Card,Ongoing,
RPD104417,CUST1613,DRV328,BANGALORE,Koramangala,Whitefield,2026-06-14 16:18:00,auto,14.18,26.1,Low,14.0,Fog,1.0,142.62,142.62,Cash,Cancelled by Driver,
RPD102714,CUST2544,DRV755,mumbai,Borivali,Borivali,2026-07-08 21:33:00,Bike,6.47,27.8,Medium,23.0,Cloudy,1.18,53.82,63.51,,COMPLETED,5.0
RPD100708,CUST3696,,hyderabad ,Gachibowli,Banjara Hills,2026-06-14 14:16:00,BIKE,2.92,12.0,Medium,15.0,Cloudy,1.2,32.52,39.02,UPI,Cancelled by Customer,
RPD104286,CUST1449,DRV486,bangalore,Whitefield,Indiranagar,2026-06-25 03:16:00,,8.3,18.6,Very High,17.0,Rain,1.92,114.6,220.03,,Ongoing,
RPD103821,CUST2006,DRV758,Mumbai,Colaba,Andheri,2026-06-15 00:53:00,Cab Premium,4.75,43.4,Low,19.0,Rain,1.0,100.5,100.5,cash ,Cancelled by Driver,
RPD104369,CUST3125,DRV212,Bangalore,HSR Layout,Indiranagar,14/06/2026 15:40,BIKE,3.14,26.8,Medium,18.0,,1.13,33.84,38.24,cash ,completed,3.8
RPD103067,CUST2800,DRV462,hyderabad ,Kukatpally,Madhapur,19/06/2026 04:42,Auto,7.8,8.2,Low,13.0,Cloudy,1.0,85.2,85.2,UPI,Ongoing,
RPD101172,CUST1067,DRV193,Hyderabad,Gachibowli,Gachibowli,02/06/2026 06:17,BIKE,12.86,16.9,Low,22.0,Fog,1.0,92.16,92.16,,Ongoing,
RPD101456,CUST2655,,Hyderabad,Gachibowli,Banjara Hills,13/07/2026 18:35,Auto,8.25,26.1,Very High,10.0,Heavy Rain,1.91,89.25,170.47,Wallet,Cancelled by Customer,
RPD104929,CUST2927,DRV369,Pune,Camp,Camp,11/06/2026 08:34,cab economy,2.83,17.3,High,12.0,,1.28,48.96,62.67,upi,Ongoing,
RPD104834,CUST1558,DRV758,BANGALORE,Koramangala,Koramangala,2026-07-12 03:57:00,,5.72,13.3,Low,14.0,Fog,1.01,83.64,84.48,Cash,COMPLETED,4.3
RPD104955,CUST2991,DRV749,Mumbai,Powai,Dadar,2026-06-04 18:32:00,bike,5.2,18.2,High,5.0,Clear,1.4,46.2,64.68,UPI,Cancelled by Driver,
RPD100327,CUST2372,DRV573,Bangalore,Jayanagar,Indiranagar,2026-06-13 10:53:00,Bike,3.44,24.9,Low,19.0,,1.08,35.64,38.49,wallet,Ongoing,
RPD102268,CUST2912,DRV113,mumbai,Powai,Dadar,2026-07-03 01:43:00,Bike,6.81,26.5,Medium,34.0,Clear,1.21,55.86,67.59,UPI,Ongoing,
RPD100477,CUST1414,DRV447,Bangalore,Electronic City,Koramangala,2026-06-19 12:25:00,Bike,2.01,18.9,Medium,28.0,Cloudy,1.21,27.06,32.74,UPI,Ongoing,
RPD104117,CUST1878,DRV743,Mumbai,Bandra,Dadar,03-Jun-2026 06:13 PM,bike,4.33,17.6,Very High,4.0,Rain,1.94,40.98,79.5,Cash,Cancelled by Driver,
RPD103649,CUST3299,DRV474,Bangalore,Whitefield,Whitefield,2026-07-11 16:05:00,bike,6.76,29.5,Low,17.0,Fog,1.0,55.56,Rs. 55.56,UPI,Completed,4.7
RPD104521,CUST1909,DRV277,hyderabad ,Kukatpally,Hitech City,12-Jul-2026 08:22 PM,BIKE,4.07,14.9,Very High,4.0,Clear,1.95,39.42,76.87,Cash,Ongoing,
RPD104161,CUST1229,,mumbai,Andheri,Andheri,13/06/2026 01:34,cab economy,6.82,15.3,Low,21.0,Cloudy,1.0,96.84,96.84,cash ,Cancelled by Customer,
RPD102858,CUST3829,DRV220,Hyderabad,Gachibowli,Kukatpally,01/07/2026 02:15,auto,7.42,28.0,Medium,34.0,Clear,1.14,81.78,93.23,wallet,Ongoing,
RPD101420,CUST1625,,hyderabad ,Hitech City,Kukatpally,2026-07-05 16:09:00,Cab Economy,5.57,34.4,Very High,19.0,Heavy Rain,1.84,81.84,150.59,cash ,Cancelled by Customer,
RPD102421,CUST1513,,Mumbai,Andheri,Borivali,13/07/2026 05:42,Auto,1.73,25.4,Very High,19.0,Rain,1.86,30.57,56.86,,Cancelled by Customer,
RPD102709,CUST3294,,mumbai,Powai,Borivali,02-Jun-2026 01:37 AM,Auto,1.71,3.1,Medium,24.0,Clear,1.12,30.39,34.04,,Cancelled by Customer,
RPD104900,CUST1119,DRV258,bangalore,Indiranagar,Jayanagar,15-Jul-2026 09:43 PM,cab economy,3.29,10.5,Low,27.0,,1.0,54.48,54.48,,Ongoing,
RPD100524,CUST2576,DRV400,mumbai,Andheri,Borivali,2026-06-21 21:28:00,bike,14.49,20.8,Very High,20.0,Heavy Rain,1.86,101.94,189.61,cash ,COMPLETED,5.0
RPD100993,CUST2850,DRV741,hyderabad ,Kukatpally,Madhapur,16/07/2026 22:16,Cab Economy,2.03,8.4,Medium,21.0,,1.13,39.36,44.48,,Completed,4.1
RPD101831,CUST2990,DRV205,bangalore,Electronic City,Electronic City,06/06/2026 19:35,Bike,5.63,19.9,Very High,21.0,,1.96,48.78,Rs. 95.61,Wallet,COMPLETED,4.0
RPD103274,CUST1491,DRV384,Mumbai,Borivali,Borivali,2026-06-21 13:57:00,Cab Premium,0.58,21.5,Low,25.0,,1.0,25.44,25.44,Cash,Ongoing,
RPD100731,CUST3803,,Bangalore,Electronic City,Indiranagar,09/06/2026 19:39,Cab Premium,3.05,7.9,Very High,11.0,Clear,1.89,69.9,132.11,upi,Cancelled by Customer,
RPD103595,CUST3936,DRV403,BANGALORE,Electronic City,MG Road,2026-06-22 10:34:00,Cab Premium,4.79,11.7,Low,10.0,Clear,1.04,101.22,105.27,,completed,3.3
RPD102336,CUST2767,DRV443,bangalore,Electronic City,HSR Layout,2026-06-28 22:10:00,bike,8.2,15.6,Medium,28.0,Cloudy,1.14,64.2,73.19,cash ,COMPLETED,5.0
RPD102307,CUST1432,DRV656,Mumbai,Colaba,Dadar,2026-06-26 12:00:00,Bike,9.17,9.0,Medium,13.0,Heavy Rain,1.1,70.02,77.02,UPI,Ongoing,
RPD104987,CUST2877,DRV265,Bangalore,Koramangala,Jayanagar,28-Jun-2026 04:18 AM,Bike,4.67,28.1,Medium,13.0,Fog,1.1,43.02,47.32,Card,Cancelled by Driver,
RPD101940,CUST3517,DRV723,BANGALORE,Koramangala,Koramangala,06-Jul-2026 01:03 PM,bike,2.15,25.0,Low,22.0,,1.01,27.9,28.18,cash ,completed,4.8
RPD101397,CUST3981,DRV138,Mumbai,Borivali,Dadar,2026-06-02 14:00:00,Bike,6.42,26.4,Low,11.0,Heavy Rain,1.0,53.52,53.52,,COMPLETED,2.8
RPD100752,CUST3175,DRV398,Hyderabad,Gachibowli,Hitech City,21-Jun-2026 11:26 PM,Auto,5.21,16.1,Medium,7.0,Fog,1.19,61.89,73.65,UPI,COMPLETED,5.0
RPD103766,CUST3287,DRV484,Mumbai,Andheri,Dadar,2026-06-23 03:32:00,Cab Premium,-3.77,29.2,Very High,24.0,Heavy Rain,1.84,16.8,30.91,upi,completed,4.4
RPD100489,CUST1292,DRV468,Pune,Hinjewadi,Kothrud,29/06/2026 07:16,,0.87,7.2,Low,29.0,Fog,1.0,25.44,25.44,UPI,completed,5.0
RPD104518,CUST3047,DRV588,BANGALORE,Whitefield,Jayanagar,2026-06-04 09:42:00,bike,0.85,43.7,Very High,15.0,Cloudy,1.86,20.1,37.39,,Completed,4.6
RPD101017,CUST1739,DRV557,Hyderabad,Kukatpally,Kukatpally,2026-06-15 05:51:00,Cab Economy,4.6,17.0,Low,16.0,Heavy Rain,1.01,70.2,70.9,,COMPLETED,4.6
RPD102107,CUST3930,DRV725,mumbai,Bandra,Colaba,2026-06-17 21:08:00,Cab Premium,9.93,26.0,Medium,10.0,Clear,1.09,193.74,211.18,Card,Ongoing,
RPD104798,CUST2693,DRV421,Pune,Baner,Hinjewadi,24/06/2026 08:22,Cab Premium,2.99,9.7,Very High,6.0,Clear,1.81,68.82,124.56,upi,Completed,4.8
RPD102004,CUST1124,DRV622,Mumbai,Borivali,Colaba,30/06/2026 12:06,auto,7.09,17.7,Low,20.0,Fog,1.0,78.81,78.81,Cash,COMPLETED,5.0
RPD104094,CUST2869,DRV676,BANGALORE,Koramangala,Whitefield,2026-06-04 12:53:00,Cab Premium,1.76,19.5,Low,19.0,Rain,1.0,46.68,46.68,upi,Ongoing,
RPD103289,CUST2851,,Mumbai,Andheri,Dadar,08-Jul-2026 09:40 PM,bike,3.16,13.9,Medium,23.0,Fog,1.14,33.96,38.71,upi,Cancelled by Customer,
RPD104000,CUST3399,,hyderabad ,Banjara Hills,Kukatpally,2026-06-11 14:43:00,BIKE,1.61,14.7,Medium,19.0,Fog,1.19,24.66,29.35,Card,Cancelled by Customer,
RPD101725,CUST3597,DRV167,Hyderabad,Gachibowli,Hitech City,2026-07-16 03:48:00,bike,3.4,14.2,Very High,13.0,Heavy Rain,1.92,35.4,67.97,Card,Completed,4.8
RPD100011,CUST1290,DRV626,bangalore,Indiranagar,Indiranagar,05/06/2026 10:01,bike,10.92,10.5,Low,22.0,,1.0,80.52,80.52,cash ,Cancelled by Driver,
RPD102201,CUST2911,,BANGALORE,Whitefield,Electronic City,2026-06-26 23:01:00,bike,7.96,6.9,Low,17.0,Cloudy,1.02,62.76,64.02,UPI,Cancelled by Customer,
RPD102098,CUST2272,DRV665,Mumbai,Dadar,Andheri,2026-06-08 05:18:00,cab economy,2.02,16.2,Medium,14.0,Fog,1.1,39.24,43.16,wallet,Completed,4.7
RPD100979,CUST2371,DRV126,hyderabad ,Kukatpally,Madhapur,26-Jun-2026 12:04 PM,Cab Premium,8.61,23.7,Medium,28.0,Fog,1.16,169.98,197.18,UPI,Ongoing,
RPD100775,CUST1505,,Hyderabad,Gachibowli,Gachibowli,2026-06-26 05:41:00,Cab Economy,3.03,8.2,Low,26.0,Clear,1.01,51.36,51.87,Cash,Cancelled by Customer,
RPD100760,CUST1498,DRV266,Bengaluru,HSR Layout,Koramangala,2026-06-29 14:25:00,bike,4.49,24.2,Low,21.0,Clear,1.0,41.94,41.94,cash ,Ongoing,
RPD101612,CUST3962,DRV799,Pune,Baner,Viman Nagar,2026-06-01 20:21:00,Bike,12.35,26.4,Very High,5.0,,1.96,89.1,174.64,Cash,Ongoing,
RPD103200,CUST3163,DRV740,Bengaluru,Whitefield,MG Road,01-Jul-2026 11:53 PM,bike,6.5,7.2,Very High,22.0,Rain,1.95,54.0,Rs. 105.3,Wallet,completed,4.6
RPD102221,CUST3591,DRV519,hyderabad ,Hitech City,Banjara Hills,01-Jun-2026 08:52 AM,Cab Economy,3.3,22.7,Very High,5.0,Cloudy,1.86,54.6,101.56,wallet,Ongoing,
RPD102890,CUST2526,DRV696,Pune,Camp,Kothrud,26-Jun-2026 04:21 AM,,4.85,19.4,Low,27.0,Cloudy,1.0,73.2,73.2,upi,Completed,4.9
RPD102076,CUST2881,DRV662,Bengaluru,Electronic City,Electronic City,2026-06-21 22:11:00,BIKE,3.45,7.6,Low,19.0,Fog,1.05,35.7,37.49,wallet,COMPLETED,3.6
RPD100111,CUST3431,DRV444,Bangalore,Koramangala,Indiranagar,2026-07-16 10:51:00,,1.18,9.9,Very High,23.0,Rain,1.97,29.16,57.45,,COMPLETED,4.0
RPD104162,CUST3149,DRV539,Bengaluru,Indiranagar,Jayanagar,08-Jun-2026 08:21 PM,Cab Premium,2.89,5.7,Very High,11.0,Rain,1.87,67.02,125.33,,Cancelled by Driver,
RPD104338,CUST3513,DRV212,Bangalore,Electronic City,MG Road,2026-07-10 23:57:00,bike,4.45,5.2,Medium,10.0,Fog,1.16,41.7,48.37,wallet,COMPLETED,4.2
RPD100491,CUST3263,DRV579,Mumbai,Powai,Dadar,26/06/2026 18:48,BIKE,1.81,4.5,High,2.0,Cloudy,1.43,25.86,36.98,,completed,4.5
RPD101191,CUST1022,DRV456,hyderabad ,Hitech City,Gachibowli,2026-07-03 22:12:00,Cab Premium,15.63,22.6,Medium,20.0,Cloudy,1.12,296.34,331.9,cash ,COMPLETED,
RPD103699,CUST1509,DRV525,Pune,Hinjewadi,Baner,2026-06-24 06:58:00,Cab Premium,2.02,12.6,Low,24.0,Cloudy,1.0,51.36,51.36,wallet,Ongoing,
RPD103381,CUST2780,DRV405,bangalore,Indiranagar,Whitefield,15-Jun-2026 08:43 AM,Cab Premium,0.84,17.6,High,12.0,Fog,1.37,30.12,41.26,Card,Cancelled by Driver,
RPD101480,CUST1053,DRV648,Hyderabad,Kukatpally,Gachibowli,2026-06-13 16:46:00,BIKE,4.28,3.0,Very High,18.0,Rain,1.92,40.68,78.11,Card,Cancelled by Driver,
RPD100637,CUST3239,DRV366,bangalore,Electronic City,Koramangala,2026-06-16 06:06:00,Bike,3.14,10.8,Medium,26.0,Clear,1.17,33.84,39.59,,completed,4.1
RPD102928,CUST2182,,Pune,Hinjewadi,Viman Nagar,2026-07-01 00:39:00,cab economy,4.29,21.9,Low,22.0,Clear,1.09,66.48,72.46,,Cancelled by Customer,
RPD101907,CUST2433,DRV103,mumbai,Dadar,Powai,2026-06-29 04:27:00,,6.7,6.7,Very High,14.0,Rain,1.97,95.4,187.94,UPI,Ongoing,
RPD104479,CUST2709,DRV641,mumbai,Dadar,Bandra,2026-06-02 04:03:00,auto,6.76,18.5,Low,13.0,Fog,1.0,75.84,75.84,upi,Cancelled by Driver,
RPD101299,CUST1603,DRV593,Bangalore,Indiranagar,Jayanagar,04-Jul-2026 08:09 AM,BIKE,2.34,17.9,High,11.0,Cloudy,1.41,29.04,40.95,upi,completed,4.3
RPD102073,CUST2924,,Hyderabad,Kukatpally,Kukatpally,2026-06-02 09:49:00,,7.37,17.3,Very High,7.0,Cloudy,1.93,103.44,199.64,Card,Cancelled by Customer,
RPD103440,CUST2243,DRV356,Hyderabad,Gachibowli,Kukatpally,09-Jun-2026 05:39 AM,,1.67,15.4,Low,16.0,Clear,1.0,35.04,35.04,UPI,Cancelled by Driver,
RPD100072,CUST1443,DRV458,hyderabad ,Madhapur,Banjara Hills,2026-07-13 03:26:00,Bike,11.08,29.7,Low,5.0,Heavy Rain,1.0,81.48,81.48,Wallet,COMPLETED,4.5
RPD103471,CUST1860,DRV249,BANGALORE,Whitefield,Indiranagar,30/06/2026 14:24,Cab Premium,0.5,18.9,Very High,18.0,Heavy Rain,1.89,24.0,45.36,Wallet,Completed,5.0
RPD103709,CUST3000,,mumbai,Borivali,Colaba,01-Jul-2026 08:54 AM,Cab Premium,5.79,6.1,Very High,19.0,Heavy Rain,1.92,119.22,228.9,upi,Cancelled by Customer,
RPD101853,CUST1068,DRV312,BANGALORE,Koramangala,Indiranagar,06-Jun-2026 09:14 PM,,1.6,12.4,Low,26.0,Cloudy,1.04,34.2,35.57,wallet,completed,5.0
RPD101943,CUST3873,DRV177,Pune,Hinjewadi,Camp,2026-06-08 12:50:00,,4.63,8.8,Low,27.0,Clear,1.05,70.56,74.09,,Completed,4.7
RPD101255,CUST1943,DRV385,BANGALORE,Koramangala,HSR Layout,2026-06-20 01:03:00,Auto,2.4,7.3,Medium,24.0,Cloudy,1.14,36.6,41.72,Card,completed,5.0
RPD102470,CUST3260,DRV203,mumbai,Powai,Powai,2026-06-02 14:54:00,Auto,5.96,21.2,Very High,16.0,Heavy Rain,1.91,68.64,131.1,upi,Cancelled by Driver,
RPD100185,CUST2774,DRV504,Bangalore,Koramangala,Indiranagar,2026-07-12 14:51:00,Cab Economy,12.33,13.6,Low,23.0,Clear,1.0,162.96,162.96,,Ongoing,
RPD100825,CUST1266,DRV257,Mumbai,Andheri,Dadar,13/07/2026 02:51,bike,3.97,29.8,Low,10.0,Clear,1.0,38.82,38.82,cash ,Completed,4.6
RPD100387,CUST1630,DRV368,hyderabad ,Kukatpally,Madhapur,09-Jun-2026 06:11 AM,auto,7.55,23.9,Medium,12.0,Fog,1.12,82.95,92.9,Card,Completed,4.8
RPD101720,CUST2966,DRV275,hyderabad ,Madhapur,Gachibowli,2026-07-15 02:11:00,cab economy,6.46,30.9,Medium,14.0,,1.15,92.52,106.4,Card,COMPLETED,4.4
RPD103444,CUST3914,DRV723,hyderabad ,Banjara Hills,Banjara Hills,26/06/2026 06:59,Cab Premium,5.79,27.2,Medium,15.0,Clear,1.07,119.22,127.57,,Ongoing,
RPD103818,CUST3033,DRV698,bangalore,MG Road,Whitefield,16/07/2026 01:02,auto,0.93,7.0,Low,18.0,Fog,1.0,23.37,23.37,Cash,Completed,4.2
RPD103933,CUST3499,DRV695,hyderabad ,Hitech City,Madhapur,2026-07-11 09:19:00,BIKE,1.29,8.0,Very High,11.0,Clear,1.93,22.74,43.89,upi,Cancelled by Driver,
RPD100469,CUST2466,DRV496,Pune,Camp,Hinjewadi,12/07/2026 20:04,cab economy,1.77,9.6,Very High,12.0,,1.91,36.24,69.22,Cash,Ongoing,
RPD101419,CUST1354,DRV480,Pune,Baner,Viman Nagar,04-Jul-2026 06:06 AM,Cab Premium,7.14,19.4,Low,14.0,Cloudy,1.0,143.52,143.52,upi,COMPLETED,4.7
RPD103087,CUST3043,,mumbai,Dadar,Bandra,10-Jul-2026 11:46 PM,Cab Premium,3.7,15.0,Very High,21.0,Heavy Rain,2.04,81.6,166.46,UPI,Cancelled by Customer,
RPD100537,CUST1757,DRV515,bangalore,Jayanagar,Electronic City,12-Jun-2026 12:30 PM,BIKE,5.53,28.8,Medium,23.0,Clear,1.15,48.18,55.41,UPI,Ongoing,
RPD102288,CUST2829,DRV693,Mumbai,Andheri,Andheri,2026-06-15 11:25:00,,12.88,7.5,Very High,31.0,Rain,1.88,169.56,318.77,wallet,Completed,4.5
RPD100342,CUST3744,DRV228,Pune,Viman Nagar,Baner,26/06/2026 12:27,Auto,8.56,8.0,Low,23.0,Fog,1.06,92.04,97.56,Cash,completed,4.7
RPD104229,CUST3884,DRV328,BANGALORE,Koramangala,HSR Layout,05-Jul-2026 10:45 AM,BIKE,6.68,10.4,Low,22.0,Fog,1.05,55.08,57.83,wallet,Cancelled by Driver,
RPD102984,CUST3340,DRV145,bangalore,HSR Layout,Electronic City,23-Jun-2026 07:22 AM,Cab Economy,8.05,24.0,Very High,27.0,Rain,1.98,111.6,220.97,upi,completed,3.9
